Ticker,Type,GapLow,GapHigh,Start,End,BreachTS,BreachDate,FID
CVNA,bullish,328.20001220703125,341.60400390625,2025-06-23,2025-07-07,2025-07-24,2025-07-24,CVNA|bullish|2025-06-23|2025-07-07|328.200012|341.604004
CVNA,bearish,49.13999938964844,50.70000076293945,2023-09-18,2023-09-20,2023-12-15,2023-12-15,CVNA|bearish|2023-09-18|2023-09-20|49.139999|50.700001
CVNA,bearish,44.5,46.0099983215332,2023-09-19,2023-09-21,2023-12-14,2023-12-14,CVNA|bearish|2023-09-19|2023-09-21|44.500000|46.009998
CVNA,bearish,40.79999923706055,41.970001220703125,2023-09-22,2023-09-26,2023-09-29,2023-09-29,CVNA|bearish|2023-09-22|2023-09-26|40.799999|41.970001
CVNA,bearish,39.41999816894531,40.939998626708984,2023-09-29,2023-10-03,2023-12-13,2023-12-13,CVNA|bearish|2023-09-29|2023-10-03|39.419998|40.939999
CVNA,bearish,36.54199981689453,38.25,2023-10-10,2023-10-12,2023-12-04,2023-12-04,CVNA|bearish|2023-10-10|2023-10-12|36.542000|38.250000
CVNA,bearish,35.06999969482422,36.91999816894531,2023-10-11,2023-10-13,2023-12-04,2023-12-04,CVNA|bearish|2023-10-11|2023-10-13|35.070000|36.919998
CVNA,bearish,33.185001373291016,33.75,2023-10-17,2023-10-19,2023-11-07,2023-11-07,CVNA|bearish|2023-10-17|2023-10-19|33.185001|33.750000
CVNA,bearish,30.399999618530273,31.350000381469727,2023-10-24,2023-10-26,2023-11-03,2023-11-03,CVNA|bearish|2023-10-24|2023-10-26|30.400000|31.350000
CVNA,bearish,27.829999923706055,27.8700008392334,2023-10-27,2023-10-31,2023-11-02,2023-11-02,CVNA|bearish|2023-10-27|2023-10-31|27.830000|27.870001
CVNA,bearish,26.540000915527344,27.420000076293945,2023-10-30,2023-11-01,2023-11-02,2023-11-02,CVNA|bearish|2023-10-30|2023-11-01|26.540001|27.420000
CVNA,bullish,30.579999923706055,31.040000915527344,2023-11-02,2023-11-06,2023-11-09,2023-11-09,CVNA|bullish|2023-11-02|2023-11-06|30.580000|31.040001
CVNA,bearish,30.719999313354492,33.01100158691406,2023-11-08,2023-11-10,2023-11-14,2023-11-14,CVNA|bearish|2023-11-08|2023-11-10|30.719999|33.011002
CVNA,bearish,29.64900016784668,29.889999389648438,2023-11-09,2023-11-13,2023-11-14,2023-11-14,CVNA|bearish|2023-11-09|2023-11-13|29.649000|29.889999
CVNA,bearish,32.790000915527344,33.02000045776367,2023-11-15,2023-11-17,2023-11-20,2023-11-20,CVNA|bearish|2023-11-15|2023-11-17|32.790001|33.020000
CVNA,bullish,31.917999267578125,31.959999084472656,2023-11-27,2023-11-29,2023-11-30,2023-11-30,CVNA|bullish|2023-11-27|2023-11-29|31.917999|31.959999
CVNA,bullish,41.959999084472656,45.61000061035156,2023-12-12,2023-12-14,2024-01-25,2024-01-25,CVNA|bullish|2023-12-12|2023-12-14|41.959999|45.610001
CVNA,bullish,45.45000076293945,49.56100082397461,2023-12-13,2023-12-15,2024-01-12,2024-01-12,CVNA|bullish|2023-12-13|2023-12-15|45.450001|49.561001
CVNA,bullish,52.68000030517578,57.51100158691406,2023-12-15,2023-12-19,2024-01-02,2024-01-02,CVNA|bullish|2023-12-15|2023-12-19|52.680000|57.511002
CVNA,bearish,51.61899948120117,53.25,2023-12-28,2024-01-02,2024-02-12,2024-02-12,CVNA|bearish|2023-12-28|2024-01-02|51.618999|53.250000
CVNA,bearish,47.97700119018555,52.439998626708984,2023-12-29,2024-01-03,2024-02-09,2024-02-09,CVNA|bearish|2023-12-29|2024-01-03|47.977001|52.439999
CVNA,bearish,47.470001220703125,48.11000061035156,2024-01-02,2024-01-04,2024-01-08,2024-01-08,CVNA|bearish|2024-01-02|2024-01-04|47.470001|48.110001
CVNA,bearish,43.20000076293945,43.290000915527344,2024-01-11,2024-01-16,2024-01-19,2024-01-19,CVNA|bearish|2024-01-11|2024-01-16|43.200001|43.290001
CVNA,bearish,42.310001373291016,42.709999084472656,2024-01-12,2024-01-17,2024-01-18,2024-01-18,CVNA|bearish|2024-01-12|2024-01-17|42.310001|42.709999
CVNA,bullish,43.16999816894531,46.29999923706055,2024-01-18,2024-01-22,2024-01-24,2024-01-24,CVNA|bullish|2024-01-18|2024-01-22|43.169998|46.299999
CVNA,bearish,43.20000076293945,45.16999816894531,2024-01-23,2024-01-25,2024-02-06,2024-02-06,CVNA|bearish|2024-01-23|2024-01-25|43.200001|45.169998
CVNA,bullish,42.77000045776367,43.75,2024-01-26,2024-01-30,2024-02-01,2024-02-01,CVNA|bullish|2024-01-26|2024-01-30|42.770000|43.750000
CVNA,bullish,52.560001373291016,53.5,2024-02-08,2024-02-12,2024-02-13,2024-02-13,CVNA|bullish|2024-02-08|2024-02-12|52.560001|53.500000
CVNA,bullish,53.400001525878906,53.47999954223633,2024-02-13,2024-02-15,2024-02-16,2024-02-16,CVNA|bullish|2024-02-13|2024-02-15|53.400002|53.480000
CVNA,bearish,52.27000045776367,53.47999954223633,2024-02-15,2024-02-20,2024-02-23,2024-02-23,CVNA|bearish|2024-02-15|2024-02-20|52.270000|53.480000
CVNA,bullish,79.4000015258789,80.16999816894531,2024-02-29,2024-03-04,2024-03-05,2024-03-05,CVNA|bullish|2024-02-29|2024-03-04|79.400002|80.169998
CVNA,bullish,81.06999969482422,82.5,2024-03-06,2024-03-08,2024-03-11,2024-03-11,CVNA|bullish|2024-03-06|2024-03-08|81.070000|82.500000
CVNA,bearish,80.95999908447266,82.5,2024-03-08,2024-03-12,2024-03-20,2024-03-20,CVNA|bearish|2024-03-08|2024-03-12|80.959999|82.500000
CVNA,bullish,80.5999984741211,85.76499938964844,2024-03-19,2024-03-21,2024-04-10,2024-04-10,CVNA|bullish|2024-03-19|2024-03-21|80.599998|85.764999
CVNA,bullish,87.70999908447266,88.95999908447266,2024-03-22,2024-03-26,2024-04-01,2024-04-01,CVNA|bullish|2024-03-22|2024-03-26|87.709999|88.959999
